Timestamp,Station,District,Freeway #,Direction of Travel,Lane Type,Station Length,Samples,% Observed,Total Flow,Avg Occupancy,Avg Speed,Lane 1 Samples,Lane 1 Flow,Lane 1 Avg Occ,Lane 1 Avg Speed,Lane 1 Observed,Lane 2 Samples,Lane 2 Flow,Lane 2 Avg Occ,Lane 2 Avg Speed,Lane 2 Observed,Lane 3 Samples,Lane 3 Flow,Lane 3 Avg Occ,Lane 3 Avg Speed,Lane 3 Observed,Lane 4 Samples,Lane 4 Flow,Lane 4 Avg Occ,Lane 4 Avg Speed,Lane 4 Observed,Lane 5 Samples,Lane 5 Flow,Lane 5 Avg Occ,Lane 5 Avg Speed,Lane 5 Observed,Lane 6 Samples,Lane 6 Flow,Lane 6 Avg Occ,Lane 6 Avg Speed,Lane 6 Observed,Lane 7 Samples,Lane 7 Flow,Lane 7 Avg Occ,Lane 7 Avg Speed,Lane 7 Observed,Lane 8 Samples,Lane 8 Flow,Lane 8 Avg Occ,Lane 8 Avg Speed,Lane 8 Observed
11/01/2022 00:25:00,401834,4,101,N,ML,.225,40,75,51,.0084,66.8,10,10,.0088,71.6,0,10,0,0,71,1,10,24,.0155,67.6,1,10,17,.0092,62.9,1,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:25:00,403205,4,101,N,FR,,8,100,9,.0056,,8,9,.0056,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:25:00,403207,4,101,N,OR,,20,100,4,.0027,,10,0,0,,1,10,4,.0054,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:25:00,403311,4,101,N,OR,,20,100,2,.0012,,10,0,0,,1,10,2,.0024,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:25:00,404531,4,101,N,ML,.215,50,80,67,.0123,69.4,10,3,.0017,76.5,1,10,19,.0134,74,1,10,22,.0197,72.6,1,10,23,.0269,61.7,0,10,0,0,64.6,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:25:00,404532,4,101,N,ML,.37,50,100,65,.0105,74.6,10,4,.0029,76.6,1,10,23,.0166,74.1,1,10,18,.0126,82,1,10,19,.0193,68.2,1,10,1,.001,64.2,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:25:00,410094,4,101,N,FR,,10,100,2,.0021,,10,2,.0021,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:25:00,410095,4,101,N,OR,,10,50,181,.4803,,0,,,,0,10,181,.9606,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:30:00,401833,4,101,N,ML,.445,50,80,70,.0101,69.7,10,8,.0061,72.3,0,10,8,.0044,74.1,1,10,19,.0121,72.1,1,10,21,.0177,68.5,1,10,14,.01,64.4,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:30:00,401834,4,101,N,ML,.225,40,75,57,.0096,66.7,10,9,.0091,71.6,0,10,7,.0037,71.1,1,10,19,.0122,67.5,1,10,22,.0135,62.5,1,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:30:00,403205,4,101,N,FR,,10,100,5,.0038,,10,5,.0038,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:30:00,403207,4,101,N,OR,,20,100,12,.007,,10,0,0,,1,10,12,.0141,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:30:00,403311,4,101,N,OR,,20,100,0,0,,10,0,0,,1,10,0,0,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:30:00,404531,4,101,N,ML,.215,50,80,68,.0119,69.6,10,8,.0045,76.5,1,10,15,.0098,74.1,1,10,20,.017,72.8,1,10,22,.026,61.8,0,10,3,.0021,64.7,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:30:00,404532,4,101,N,ML,.37,50,100,66,.0102,75.6,10,8,.0058,76.7,1,10,16,.0108,74.3,1,10,23,.0183,82,1,10,16,.0132,69.2,1,10,3,.0028,64.2,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:30:00,410094,4,101,N,FR,,10,100,4,.004,,10,4,.004,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:30:00,410095,4,101,N,OR,,17,100,227,.977,,7,89,.9798,,1,10,138,.9742,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:35:00,401833,4,101,N,ML,.445,50,80,54,.0075,69.9,10,5,.0047,72.5,0,10,3,.0018,74.1,1,10,16,.0107,72,1,10,20,.0132,69.4,1,10,10,.0069,64.8,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:35:00,401834,4,101,N,ML,.225,40,75,43,.0072,66.2,10,6,.0069,71.9,0,10,3,.0017,71,1,10,15,.0097,67.5,1,10,19,.0105,62.7,1,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:35:00,403205,4,101,N,FR,,10,100,4,.0026,,10,4,.0026,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:35:00,403207,4,101,N,OR,,20,100,6,.004,,10,0,0,,1,10,6,.0079,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:35:00,403311,4,101,N,OR,,20,100,2,.0014,,10,0,0,,1,10,2,.0029,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:35:00,404531,4,101,N,ML,.215,50,80,64,.0115,69.1,10,3,.0018,76.4,1,10,15,.0111,73.8,1,10,20,.0154,73.5,1,10,22,.0261,61.7,0,10,4,.003,64.7,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:35:00,404532,4,101,N,ML,.37,50,100,55,.0082,75.7,10,3,.0026,76.5,1,10,14,.0103,74.1,1,10,22,.0159,82,1,10,12,.0093,69.6,1,10,4,.0029,64.4,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:35:00,410094,4,101,N,FR,,10,100,3,.0028,,10,3,.0028,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:35:00,410095,4,101,N,OR,,18,100,281,.9802,,9,177,.9823,,1,9,104,.9781,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:40:00,401833,4,101,N,ML,.445,50,80,60,.0094,70.3,10,8,.0087,72.3,0,10,2,.0013,74,1,10,23,.0156,71.9,1,10,19,.0136,69.5,1,10,8,.0076,64.4,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:40:00,401834,4,101,N,ML,.225,40,75,47,.0082,66.8,10,8,.0083,71.7,0,10,3,.0017,71,1,10,21,.0135,67.5,1,10,15,.0094,62.5,1,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:40:00,403205,4,101,N,FR,,10,100,6,.0029,,10,6,.0029,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:40:00,403207,4,101,N,OR,,20,100,6,.004,,10,1,.0009,,1,10,5,.007,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:40:00,403311,4,101,N,OR,,20,100,1,.0007,,10,0,0,,1,10,1,.0014,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:40:00,404531,4,101,N,ML,.215,50,80,60,.0107,69.4,10,2,.0013,76.3,1,10,19,.0134,73.8,1,10,17,.0138,73.3,1,10,20,.0231,61.8,0,10,2,.0017,64.6,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:40:00,404532,4,101,N,ML,.37,50,100,55,.0085,75.9,10,1,.0008,76.5,1,10,22,.0153,74.2,1,10,21,.0154,82,1,10,8,.009,68.9,1,10,3,.0022,64.5,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:40:00,410094,4,101,N,FR,,10,100,2,.002,,10,2,.002,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:40:00,410095,4,101,N,OR,,18,100,349,.9819,,8,223,.9832,,1,10,126,.9805,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:45:00,401833,4,101,N,ML,.445,50,80,38,.0051,69.3,10,3,.0013,72.4,0,10,2,.0011,74.1,1,10,10,.0071,71.8,1,10,13,.0093,69.5,1,10,10,.0068,64.8,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:45:00,401834,4,101,N,ML,.225,40,75,27,.0053,65.7,10,3,.0052,71.9,0,10,2,.001,71.1,1,10,9,.006,67.4,1,10,13,.0092,62.2,1,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:45:00,403205,4,101,N,FR,,10,100,4,.0026,,10,4,.0026,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:45:00,403207,4,101,N,OR,,20,100,7,.0046,,10,0,0,,1,10,7,.0093,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:45:00,403311,4,101,N,OR,,20,100,1,.0007,,10,0,0,,1,10,1,.0014,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:45:00,404531,4,101,N,ML,.215,50,80,47,.0089,68.8,10,2,.001,76.5,1,10,12,.0082,73.9,1,10,14,.012,72.9,1,10,18,.0224,61.5,0,10,1,.0009,64.5,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:45:00,404532,4,101,N,ML,.37,47,100,47,.0707,67.5,10,2,.0016,76.5,1,10,11,.0078,74.1,1,7,23,.3354,63.1,1,10,9,.0073,69.3,1,10,2,.0016,64.5,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:45:00,410094,4,101,N,FR,,10,100,2,.0017,,10,2,.0017,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:45:00,410095,4,101,N,OR,,19,100,409,.9827,,10,282,.9843,,1,9,127,.9811,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:50:00,401833,4,101,N,ML,.445,50,80,40,.0058,69.9,10,2,.0035,72.5,0,10,2,.0012,74.1,1,10,12,.0081,71.9,1,10,17,.0116,69.7,1,10,7,.0046,65,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:50:00,401834,4,101,N,ML,.225,39,75,37,.0068,64.8,10,2,.0064,72,0,10,2,.0011,71.1,1,9,11,.0067,67.5,1,10,22,.0132,62.3,1,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:50:00,403205,4,101,N,FR,,10,100,4,.0029,,10,4,.0029,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:50:00,403207,4,101,N,OR,,20,100,6,.0039,,10,0,0,,1,10,6,.0078,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:50:00,403311,4,101,N,OR,,20,100,1,.0006,,10,0,0,,1,10,1,.0012,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:50:00,404531,4,101,N,ML,.215,50,80,58,.0108,68.1,10,2,.0012,76.4,1,10,8,.0052,74,1,10,20,.0171,72.9,1,10,22,.0254,61.8,0,10,6,.0052,64.4,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:50:00,404532,4,101,N,ML,.37,50,100,52,.0082,75.4,10,2,.0016,76.5,1,10,9,.0058,74.2,1,10,23,.0161,82,1,10,12,.0123,68.8,1,10,6,.0053,64.4,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:50:00,410094,4,101,N,FR,,10,100,6,.0068,,10,6,.0068,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:50:00,410095,4,101,N,OR,,20,100,353,.9831,,10,239,.985,,1,10,114,.9812,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:55:00,401833,4,101,N,ML,.445,50,80,44,.0066,69.9,10,2,.003,72.3,0,10,3,.0016,74.2,1,10,13,.0084,72,1,10,18,.0119,69.9,1,10,8,.0082,64.4,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:55:00,401834,4,101,N,ML,.225,40,75,28,.0052,66,10,3,.0056,71.8,0,10,2,.001,71.1,1,10,11,.0068,67.5,1,10,12,.0076,62.4,1,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:55:00,403205,4,101,N,FR,,10,100,3,.0019,,10,3,.0019,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:55:00,403207,4,101,N,OR,,20,100,4,.0026,,10,0,0,,1,10,4,.0052,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:55:00,403311,4,101,N,OR,,20,100,2,.0013,,10,0,0,,1,10,2,.0026,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:55:00,404531,4,101,N,ML,.215,50,80,58,.011,68.6,10,2,.001,76.5,1,10,13,.0084,74.1,1,10,18,.0155,72.8,1,10,21,.0256,61.8,0,10,4,.0047,64.1,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:55:00,404532,4,101,N,ML,.37,50,100,47,.0072,75.8,10,3,.0019,76.7,1,10,15,.0101,74.3,1,10,19,.0131,82,1,10,4,.0032,69.1,1,10,6,.0076,63.8,1,,,,,0,,,,,0,,,,,0
11/01/2022 00:55:00,410094,4,101,N,FR,,10,100,4,.006,,10,4,.006,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 00:55:00,410095,4,101,N,OR,,20,100,282,.9806,,10,181,.9828,,1,10,101,.9783,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 01:00:00,401833,4,101,N,ML,.445,50,80,40,.006,70,10,4,.0032,72.3,0,10,3,.0018,74.1,1,10,12,.0076,72.1,1,10,14,.0116,69.4,1,10,7,.0058,64.5,1,,,,,0,,,,,0,,,,,0
11/01/2022 01:00:00,401834,4,101,N,ML,.225,40,75,32,.0069,65.2,10,3,.0063,71.8,0,10,3,.0018,71,1,10,10,.0062,67.5,1,10,16,.0131,61.5,1,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 01:00:00,403205,4,101,N,FR,,10,100,5,.0039,,10,5,.0039,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 01:00:00,403207,4,101,N,OR,,20,100,6,.0056,,10,0,0,,1,10,6,.0113,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 01:00:00,403311,4,101,N,OR,,20,100,0,0,,10,0,0,,1,10,0,0,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 01:00:00,404531,4,101,N,ML,.215,50,80,48,.0096,68.7,10,3,.0017,76.5,1,10,11,.0069,74.2,1,10,14,.0132,72.3,1,10,18,.0234,61.8,0,10,2,.0026,64,1,,,,,0,,,,,0,,,,,0
11/01/2022 01:00:00,404532,4,101,N,ML,.37,50,100,42,.0065,75.7,10,4,.0032,76.4,1,10,12,.0081,74.2,1,10,15,.012,82,1,10,9,.0083,69.3,1,10,2,.001,64.7,1,,,,,0,,,,,0,,,,,0
11/01/2022 01:00:00,410094,4,101,N,FR,,10,100,2,.002,,10,2,.002,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 01:00:00,410095,4,101,N,OR,,20,100,331,.9846,,10,200,.9871,,1,10,131,.9821,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 01:05:00,401833,4,101,N,ML,.445,50,80,47,.0073,69.4,10,5,.003,72.2,0,10,3,.0019,74,1,10,11,.0076,72,1,10,18,.0147,69.2,1,10,10,.0092,64.3,1,,,,,0,,,,,0,,,,,0
11/01/2022 01:05:00,401834,4,101,N,ML,.225,40,75,37,.0073,65.4,10,3,.0067,71.7,0,10,4,.0022,71,1,10,12,.0079,67.4,1,10,18,.0122,61.8,1,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 01:05:00,403205,4,101,N,FR,,10,100,6,.0036,,10,6,.0036,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
11/01/2022 01:05:00,403207,4,101,N,OR,,20,100,2,.0015,,10,0,0,,1,10,2,.0031,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
