Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
21-May-22,VOC,weighted,7,BA.2.12.1,51.9-65.1%,0.58619976
28-May-22,VOC,weighted,7,BA.2.12.1,57.3-69.6%,0.635949552
4-Jun-22,VOC,weighted,7,BA.2.12.1,56.9-64.3%,0.6062783
11-Jun-22,VOC,weighted,7,BA.2.12.1,47.3-61.9%,0.546835065
18-Jun-22,VOC,weighted,7,BA.2.12.1,38.5-57.6%,0.480304956
25-Jun-22,VOC,weighted,7,BA.2.12.1,26.2-38.7%,0.322147846
2-Jul-22,VOC,weighted,7,BA.2.12.1,21.0-28.9%,0.24827686
9-Jul-22,VOC,weighted,7,BA.2.12.1,12.7-22.3%,0.171183571
16-Jul-22,VOC,weighted,7,BA.2.12.1,6.3-9.8%,0.079443969
23-Jul-22,VOC,weighted,7,BA.2.12.1,5.6-9.5%,0.073624395
8-May-21,VOC,weighted,7,BA.4,NA,0
15-May-21,VOC,weighted,7,BA.4,NA,0
22-May-21,VOC,weighted,7,BA.4,NA,0
29-May-21,VOC,weighted,7,BA.4,NA,0
5-Jun-21,VOC,weighted,7,BA.4,NA,0
12-Jun-21,VOC,weighted,7,BA.4,NA,0
19-Jun-21,VOC,weighted,7,BA.4,NA,0
26-Jun-21,VOC,weighted,7,BA.4,NA,0
3-Jul-21,VOC,weighted,7,BA.4,NA,0
10-Jul-21,VOC,weighted,7,BA.4,NA,0
17-Jul-21,VOC,weighted,7,BA.4,NA,0
24-Jul-21,VOC,weighted,7,BA.4,NA,0
31-Jul-21,VOC,weighted,7,BA.4,NA,0
7-Aug-21,VOC,weighted,7,BA.4,NA,0
14-Aug-21,VOC,weighted,7,BA.4,NA,0
21-Aug-21,VOC,weighted,7,BA.4,NA,0
28-Aug-21,VOC,weighted,7,BA.4,NA,0
4-Sep-21,VOC,weighted,7,BA.4,NA,0
11-Sep-21,VOC,weighted,7,BA.4,NA,0
18-Sep-21,VOC,weighted,7,BA.4,NA,0
25-Sep-21,VOC,weighted,7,BA.4,NA,0
2-Oct-21,VOC,weighted,7,BA.4,NA,0
9-Oct-21,VOC,weighted,7,BA.4,NA,0
16-Oct-21,VOC,weighted,7,BA.4,NA,0
23-Oct-21,VOC,weighted,7,BA.4,NA,0
30-Oct-21,VOC,weighted,7,BA.4,NA,0
6-Nov-21,VOC,weighted,7,BA.4,NA,0
13-Nov-21,VOC,weighted,7,BA.4,NA,0
20-Nov-21,VOC,weighted,7,BA.4,NA,0
27-Nov-21,VOC,weighted,7,BA.4,NA,0
4-Dec-21,VOC,weighted,7,BA.4,NA,0
11-Dec-21,VOC,weighted,7,BA.4,NA,0
18-Dec-21,VOC,weighted,7,BA.4,NA,0
25-Dec-21,VOC,weighted,7,BA.4,NA,0
1-Jan-22,VOC,weighted,7,BA.4,NA,0
8-Jan-22,VOC,weighted,7,BA.4,NA,0
15-Jan-22,VOC,weighted,7,BA.4,NA,0
22-Jan-22,VOC,weighted,7,BA.4,NA,0
29-Jan-22,VOC,weighted,7,BA.4,NA,0
5-Feb-22,VOC,weighted,7,BA.4,NA,0
12-Feb-22,VOC,weighted,7,BA.4,NA,0
19-Feb-22,VOC,weighted,7,BA.4,NA,0
26-Feb-22,VOC,weighted,7,BA.4,NA,0
5-Mar-22,VOC,weighted,7,BA.4,NA,0
12-Mar-22,VOC,weighted,7,BA.4,NA,0
19-Mar-22,VOC,weighted,7,BA.4,NA,0
26-Mar-22,VOC,weighted,7,BA.4,NA,0
2-Apr-22,VOC,weighted,7,BA.4,NA,0
9-Apr-22,VOC,weighted,7,BA.4,NA,0
16-Apr-22,VOC,weighted,7,BA.4,NA,0
23-Apr-22,VOC,weighted,7,BA.4,NA,0
30-Apr-22,VOC,weighted,7,BA.4,0.0-1.1%,0.002771545
7-May-22,VOC,weighted,7,BA.4,0.6-2.5%,0.012888854
14-May-22,VOC,weighted,7,BA.4,0.3-3.7%,0.013938416
21-May-22,VOC,weighted,7,BA.4,0.2-1.6%,0.007162046
28-May-22,VOC,weighted,7,BA.4,1.0-3.3%,0.018822286
4-Jun-22,VOC,weighted,7,BA.4,4.4-10.2%,0.069089271
11-Jun-22,VOC,weighted,7,BA.4,6.6-11.5%,0.088091791
18-Jun-22,VOC,weighted,7,BA.4,7.7-13.3%,0.102210306
25-Jun-22,VOC,weighted,7,BA.4,13.1-18.7%,0.157272339
2-Jul-22,VOC,weighted,7,BA.4,8.7-14.5%,0.113488324
9-Jul-22,VOC,weighted,7,BA.4,12.1-17.0%,0.144601852
16-Jul-22,VOC,weighted,7,BA.4,7.6-17.1%,0.117570184
23-Jul-22,VOC,weighted,7,BA.4,8.7-15.4%,0.117243879
8-May-21,VOC,weighted,7,BA.4.6,NA,0
15-May-21,VOC,weighted,7,BA.4.6,NA,0
22-May-21,VOC,weighted,7,BA.4.6,NA,0
29-May-21,VOC,weighted,7,BA.4.6,NA,0
5-Jun-21,VOC,weighted,7,BA.4.6,NA,0
12-Jun-21,VOC,weighted,7,BA.4.6,NA,0
19-Jun-21,VOC,weighted,7,BA.4.6,NA,0
26-Jun-21,VOC,weighted,7,BA.4.6,NA,0
3-Jul-21,VOC,weighted,7,BA.4.6,NA,0
10-Jul-21,VOC,weighted,7,BA.4.6,NA,0
17-Jul-21,VOC,weighted,7,BA.4.6,NA,0
24-Jul-21,VOC,weighted,7,BA.4.6,NA,0
31-Jul-21,VOC,weighted,7,BA.4.6,NA,0
7-Aug-21,VOC,weighted,7,BA.4.6,NA,0
14-Aug-21,VOC,weighted,7,BA.4.6,NA,0
21-Aug-21,VOC,weighted,7,BA.4.6,NA,0
28-Aug-21,VOC,weighted,7,BA.4.6,NA,0
4-Sep-21,VOC,weighted,7,BA.4.6,NA,0
11-Sep-21,VOC,weighted,7,BA.4.6,NA,0
18-Sep-21,VOC,weighted,7,BA.4.6,NA,0
25-Sep-21,VOC,weighted,7,BA.4.6,NA,0
2-Oct-21,VOC,weighted,7,BA.4.6,NA,0
9-Oct-21,VOC,weighted,7,BA.4.6,NA,0
16-Oct-21,VOC,weighted,7,BA.4.6,NA,0
23-Oct-21,VOC,weighted,7,BA.4.6,NA,0
30-Oct-21,VOC,weighted,7,BA.4.6,NA,0
6-Nov-21,VOC,weighted,7,BA.4.6,NA,0
13-Nov-21,VOC,weighted,7,BA.4.6,NA,0
20-Nov-21,VOC,weighted,7,BA.4.6,NA,0
27-Nov-21,VOC,weighted,7,BA.4.6,NA,0
4-Dec-21,VOC,weighted,7,BA.4.6,NA,0
11-Dec-21,VOC,weighted,7,BA.4.6,NA,0
18-Dec-21,VOC,weighted,7,BA.4.6,NA,0
25-Dec-21,VOC,weighted,7,BA.4.6,NA,0
1-Jan-22,VOC,weighted,7,BA.4.6,NA,0
8-Jan-22,VOC,weighted,7,BA.4.6,NA,0
15-Jan-22,VOC,weighted,7,BA.4.6,NA,0
22-Jan-22,VOC,weighted,7,BA.4.6,NA,0
29-Jan-22,VOC,weighted,7,BA.4.6,NA,0
5-Feb-22,VOC,weighted,7,BA.4.6,NA,0
12-Feb-22,VOC,weighted,7,BA.4.6,NA,0
19-Feb-22,VOC,weighted,7,BA.4.6,NA,0
26-Feb-22,VOC,weighted,7,BA.4.6,NA,0
5-Mar-22,VOC,weighted,7,BA.4.6,NA,0
12-Mar-22,VOC,weighted,7,BA.4.6,NA,0
19-Mar-22,VOC,weighted,7,BA.4.6,NA,0
26-Mar-22,VOC,weighted,7,BA.4.6,NA,0
2-Apr-22,VOC,weighted,7,BA.4.6,NA,0
9-Apr-22,VOC,weighted,7,BA.4.6,NA,0
16-Apr-22,VOC,weighted,7,BA.4.6,NA,0
23-Apr-22,VOC,weighted,7,BA.4.6,NA,0
30-Apr-22,VOC,weighted,7,BA.4.6,NA,0
7-May-22,VOC,weighted,7,BA.4.6,NA,0
14-May-22,VOC,weighted,7,BA.4.6,NA,0
21-May-22,VOC,weighted,7,BA.4.6,NA,0
28-May-22,VOC,weighted,7,BA.4.6,0.0-2.4%,0.005964072
4-Jun-22,VOC,weighted,7,BA.4.6,0.3-1.7%,0.007562129
11-Jun-22,VOC,weighted,7,BA.4.6,0.1-2.2%,0.006083417
18-Jun-22,VOC,weighted,7,BA.4.6,0.7-6.0%,0.023845529
25-Jun-22,VOC,weighted,7,BA.4.6,0.4-8.4%,0.025947683
2-Jul-22,VOC,weighted,7,BA.4.6,2.5-18.2%,0.079995543
9-Jul-22,VOC,weighted,7,BA.4.6,2.1-15.8%,0.068458743
16-Jul-22,VOC,weighted,7,BA.4.6,3.3-12.9%,0.070748642
23-Jul-22,VOC,weighted,7,BA.4.6,2.4-15.2%,0.069740422
8-May-21,VOC,weighted,7,BA.5,NA,0
15-May-21,VOC,weighted,7,BA.5,NA,0
22-May-21,VOC,weighted,7,BA.5,NA,0
29-May-21,VOC,weighted,7,BA.5,NA,0
5-Jun-21,VOC,weighted,7,BA.5,NA,0
12-Jun-21,VOC,weighted,7,BA.5,NA,0
19-Jun-21,VOC,weighted,7,BA.5,NA,0
26-Jun-21,VOC,weighted,7,BA.5,NA,0
3-Jul-21,VOC,weighted,7,BA.5,NA,0
10-Jul-21,VOC,weighted,7,BA.5,NA,0
17-Jul-21,VOC,weighted,7,BA.5,NA,0
24-Jul-21,VOC,weighted,7,BA.5,NA,0
31-Jul-21,VOC,weighted,7,BA.5,NA,0
7-Aug-21,VOC,weighted,7,BA.5,NA,0
14-Aug-21,VOC,weighted,7,BA.5,NA,0
21-Aug-21,VOC,weighted,7,BA.5,NA,0
28-Aug-21,VOC,weighted,7,BA.5,NA,0
4-Sep-21,VOC,weighted,7,BA.5,NA,0
11-Sep-21,VOC,weighted,7,BA.5,NA,0
18-Sep-21,VOC,weighted,7,BA.5,NA,0
25-Sep-21,VOC,weighted,7,BA.5,NA,0
2-Oct-21,VOC,weighted,7,BA.5,NA,0
9-Oct-21,VOC,weighted,7,BA.5,NA,0
16-Oct-21,VOC,weighted,7,BA.5,NA,0
23-Oct-21,VOC,weighted,7,BA.5,NA,0
30-Oct-21,VOC,weighted,7,BA.5,NA,0
6-Nov-21,VOC,weighted,7,BA.5,NA,0
13-Nov-21,VOC,weighted,7,BA.5,NA,0
20-Nov-21,VOC,weighted,7,BA.5,NA,0
27-Nov-21,VOC,weighted,7,BA.5,NA,0
4-Dec-21,VOC,weighted,7,BA.5,NA,0
11-Dec-21,VOC,weighted,7,BA.5,NA,0
18-Dec-21,VOC,weighted,7,BA.5,NA,0
25-Dec-21,VOC,weighted,7,BA.5,NA,0
1-Jan-22,VOC,weighted,7,BA.5,NA,0
8-Jan-22,VOC,weighted,7,BA.5,NA,0
15-Jan-22,VOC,weighted,7,BA.5,NA,0
22-Jan-22,VOC,weighted,7,BA.5,NA,0
29-Jan-22,VOC,weighted,7,BA.5,NA,0
5-Feb-22,VOC,weighted,7,BA.5,NA,0
12-Feb-22,VOC,weighted,7,BA.5,NA,0
19-Feb-22,VOC,weighted,7,BA.5,NA,0
26-Feb-22,VOC,weighted,7,BA.5,NA,0
5-Mar-22,VOC,weighted,7,BA.5,NA,0
12-Mar-22,VOC,weighted,7,BA.5,NA,0
19-Mar-22,VOC,weighted,7,BA.5,NA,0
26-Mar-22,VOC,weighted,7,BA.5,0.0-2.8%,0.006452194
2-Apr-22,VOC,weighted,7,BA.5,NA,0
9-Apr-22,VOC,weighted,7,BA.5,0.0-1.5%,0.002381592
16-Apr-22,VOC,weighted,7,BA.5,NA,0
23-Apr-22,VOC,weighted,7,BA.5,0.0-0.9%,0.000680299
30-Apr-22,VOC,weighted,7,BA.5,0.0-0.7%,0.000625871
7-May-22,VOC,weighted,7,BA.5,0.0-1.2%,0.002495736
14-May-22,VOC,weighted,7,BA.5,0.4-5.0%,0.018117284
21-May-22,VOC,weighted,7,BA.5,0.9-4.5%,0.022677379
28-May-22,VOC,weighted,7,BA.5,3.6-8.1%,0.055301115
4-Jun-22,VOC,weighted,7,BA.5,4.1-16.1%,0.087954193
11-Jun-22,VOC,weighted,7,BA.5,16.7-28.4%,0.221312836
18-Jun-22,VOC,weighted,7,BA.5,24.0-37.5%,0.304308414
25-Jun-22,VOC,weighted,7,BA.5,37.2-44.8%,0.409774095
2-Jul-22,VOC,weighted,7,BA.5,48.2-56.2%,0.52173394
9-Jul-22,VOC,weighted,7,BA.5,55.5-62.3%,0.589079022
16-Jul-22,VOC,weighted,7,BA.5,66.9-74.1%,0.705776691
23-Jul-22,VOC,weighted,7,BA.5,65.3-78.6%,0.723086774
8-May-21,VOC,weighted,8,B.1.1.529,NA,0
15-May-21,VOC,weighted,8,B.1.1.529,NA,0
22-May-21,VOC,weighted,8,B.1.1.529,NA,0
29-May-21,VOC,weighted,8,B.1.1.529,NA,0
5-Jun-21,VOC,weighted,8,B.1.1.529,NA,0
12-Jun-21,VOC,weighted,8,B.1.1.529,NA,0
19-Jun-21,VOC,weighted,8,B.1.1.529,NA,0
26-Jun-21,VOC,weighted,8,B.1.1.529,NA,0
3-Jul-21,VOC,weighted,8,B.1.1.529,NA,0
10-Jul-21,VOC,weighted,8,B.1.1.529,NA,0
17-Jul-21,VOC,weighted,8,B.1.1.529,NA,0
24-Jul-21,VOC,weighted,8,B.1.1.529,NA,0
31-Jul-21,VOC,weighted,8,B.1.1.529,NA,0
7-Aug-21,VOC,weighted,8,B.1.1.529,NA,0
14-Aug-21,VOC,weighted,8,B.1.1.529,NA,0
21-Aug-21,VOC,weighted,8,B.1.1.529,NA,0
28-Aug-21,VOC,weighted,8,B.1.1.529,NA,0
4-Sep-21,VOC,weighted,8,B.1.1.529,NA,0
11-Sep-21,VOC,weighted,8,B.1.1.529,NA,0
18-Sep-21,VOC,weighted,8,B.1.1.529,NA,0
25-Sep-21,VOC,weighted,8,B.1.1.529,NA,0
2-Oct-21,VOC,weighted,8,B.1.1.529,NA,0
9-Oct-21,VOC,weighted,8,B.1.1.529,0.0-0.1%,0.000171436
16-Oct-21,VOC,weighted,8,B.1.1.529,NA,0
23-Oct-21,VOC,weighted,8,B.1.1.529,NA,0
30-Oct-21,VOC,weighted,8,B.1.1.529,0.0-0.1%,0.000158582
6-Nov-21,VOC,weighted,8,B.1.1.529,NA,0
13-Nov-21,VOC,weighted,8,B.1.1.529,NA,0
20-Nov-21,VOC,weighted,8,B.1.1.529,0.0-0.2%,0.000368026
27-Nov-21,VOC,weighted,8,B.1.1.529,0.0-0.9%,0.002874278
4-Dec-21,VOC,weighted,8,B.1.1.529,0.0-0.3%,0.001074347
11-Dec-21,VOC,weighted,8,B.1.1.529,0.3-3.5%,0.012556902
18-Dec-21,VOC,weighted,8,B.1.1.529,6.2-41.8%,0.198425844
25-Dec-21,VOC,weighted,8,B.1.1.529,44.2-81.6%,0.644876838
1-Jan-22,VOC,weighted,8,B.1.1.529,68.5-93.3%,0.835137129
8-Jan-22,VOC,weighted,8,B.1.1.529,85.7-96.8%,0.92566818
15-Jan-22,VOC,weighted,8,B.1.1.529,96.7-98.7%,0.978947222
22-Jan-22,VOC,weighted,8,B.1.1.529,96.0-99.4%,0.981986165
29-Jan-22,VOC,weighted,8,B.1.1.529,97.3-98.9%,0.982065618
5-Feb-22,VOC,weighted,8,B.1.1.529,96.1-99.4%,0.98313117
12-Feb-22,VOC,weighted,8,B.1.1.529,96.2-98.8%,0.977515876
19-Feb-22,VOC,weighted,8,B.1.1.529,94.9-98.4%,0.97005266
26-Feb-22,VOC,weighted,8,B.1.1.529,95.2-96.9%,0.961485684
5-Mar-22,VOC,weighted,8,B.1.1.529,82.3-93.3%,0.886607587
12-Mar-22,VOC,weighted,8,B.1.1.529,76.4-85.6%,0.813410878
19-Mar-22,VOC,weighted,8,B.1.1.529,62.2-74.8%,0.687251389
26-Mar-22,VOC,weighted,8,B.1.1.529,41.9-59.7%,0.508319497
2-Apr-22,VOC,weighted,8,B.1.1.529,24.6-38.3%,0.311524838
9-Apr-22,VOC,weighted,8,B.1.1.529,14.2-23.6%,0.186018839
16-Apr-22,VOC,weighted,8,B.1.1.529,5.6-18.5%,0.108437032
23-Apr-22,VOC,weighted,8,B.1.1.529,4.6-7.6%,0.05955283
30-Apr-22,VOC,weighted,8,B.1.1.529,0.7-7.0%,0.027114656
7-May-22,VOC,weighted,8,B.1.1.529,1.2-3.4%,0.020620978
14-May-22,VOC,weighted,8,B.1.1.529,0.6-5.7%,0.022456169
21-May-22,VOC,weighted,8,B.1.1.529,0.2-4.5%,0.01367168
28-May-22,VOC,weighted,8,B.1.1.529,0.6-3.9%,0.017314412
4-Jun-22,VOC,weighted,8,B.1.1.529,0.3-1.7%,0.007898931
11-Jun-22,VOC,weighted,8,B.1.1.529,0.0-1.4%,0.003249465
18-Jun-22,VOC,weighted,8,B.1.1.529,0.0-1.2%,0.003348104
25-Jun-22,VOC,weighted,8,B.1.1.529,0.0-1.1%,0.002953953
2-Jul-22,VOC,weighted,8,B.1.1.529,0.1-1.5%,0.005143655
9-Jul-22,VOC,weighted,8,B.1.1.529,0.0-0.8%,0.002108252
16-Jul-22,VOC,weighted,8,B.1.1.529,0.0-0.5%,0.001063465
23-Jul-22,VOC,weighted,8,B.1.1.529,NA,0
8-May-21,VOC,weighted,8,BA.2,NA,0
15-May-21,VOC,weighted,8,BA.2,NA,0
22-May-21,VOC,weighted,8,BA.2,NA,0
29-May-21,VOC,weighted,8,BA.2,NA,0
5-Jun-21,VOC,weighted,8,BA.2,NA,0
12-Jun-21,VOC,weighted,8,BA.2,NA,0
19-Jun-21,VOC,weighted,8,BA.2,NA,0
26-Jun-21,VOC,weighted,8,BA.2,NA,0
3-Jul-21,VOC,weighted,8,BA.2,NA,0
10-Jul-21,VOC,weighted,8,BA.2,NA,0
17-Jul-21,VOC,weighted,8,BA.2,NA,0
24-Jul-21,VOC,weighted,8,BA.2,NA,0
31-Jul-21,VOC,weighted,8,BA.2,NA,0
7-Aug-21,VOC,weighted,8,BA.2,NA,0
14-Aug-21,VOC,weighted,8,BA.2,NA,0
21-Aug-21,VOC,weighted,8,BA.2,NA,0
28-Aug-21,VOC,weighted,8,BA.2,NA,0
4-Sep-21,VOC,weighted,8,BA.2,NA,0
11-Sep-21,VOC,weighted,8,BA.2,NA,0
18-Sep-21,VOC,weighted,8,BA.2,NA,0
25-Sep-21,VOC,weighted,8,BA.2,NA,0
2-Oct-21,VOC,weighted,8,BA.2,NA,0
9-Oct-21,VOC,weighted,8,BA.2,NA,0
16-Oct-21,VOC,weighted,8,BA.2,NA,0
23-Oct-21,VOC,weighted,8,BA.2,NA,0
30-Oct-21,VOC,weighted,8,BA.2,NA,0
6-Nov-21,VOC,weighted,8,BA.2,NA,0
13-Nov-21,VOC,weighted,8,BA.2,NA,0
20-Nov-21,VOC,weighted,8,BA.2,NA,0
27-Nov-21,VOC,weighted,8,BA.2,NA,0
4-Dec-21,VOC,weighted,8,BA.2,NA,0
11-Dec-21,VOC,weighted,8,BA.2,NA,0
18-Dec-21,VOC,weighted,8,BA.2,0.0-0.5%,0.000695406
25-Dec-21,VOC,weighted,8,BA.2,NA,0
1-Jan-22,VOC,weighted,8,BA.2,NA,0
8-Jan-22,VOC,weighted,8,BA.2,0.0-0.1%,6.46E-05
15-Jan-22,VOC,weighted,8,BA.2,0.0-0.6%,0.001725865
22-Jan-22,VOC,weighted,8,BA.2,0.1-0.5%,0.002505783
29-Jan-22,VOC,weighted,8,BA.2,0.2-0.6%,0.00324418
5-Feb-22,VOC,weighted,8,BA.2,0.5-0.8%,0.006565498
12-Feb-22,VOC,weighted,8,BA.2,0.7-1.7%,0.011308144
19-Feb-22,VOC,weighted,8,BA.2,1.2-2.0%,0.015210107
26-Feb-22,VOC,weighted,8,BA.2,2.0-3.8%,0.028404584
5-Mar-22,VOC,weighted,8,BA.2,6.0-16.2%,0.102924466
12-Mar-22,VOC,weighted,8,BA.2,13.4-23.9%,0.182029799
19-Mar-22,VOC,weighted,8,BA.2,23.0-37.2%,0.297497272
26-Mar-22,VOC,weighted,8,BA.2,38.0-54.6%,0.461954355
2-Apr-22,VOC,weighted,8,BA.2,54.9-70.0%,0.626753092
9-Apr-22,VOC,weighted,8,BA.2,59.2-79.7%,0.702098787
16-Apr-22,VOC,weighted,8,BA.2,65.5-80.3%,0.733803153
23-Apr-22,VOC,weighted,8,BA.2,63.8-70.0%,0.670003057
30-Apr-22,VOC,weighted,8,BA.2,58.7-69.3%,0.641469181
7-May-22,VOC,weighted,8,BA.2,43.3-54.3%,0.488331228
14-May-22,VOC,weighted,8,BA.2,37.0-49.2%,0.430642843
21-May-22,VOC,weighted,8,BA.2,30.8-43.7%,0.370675176
28-May-22,VOC,weighted,8,BA.2,24.5-33.9%,0.289999396
4-Jun-22,VOC,weighted,8,BA.2,20.3-25.8%,0.229371518
11-Jun-22,VOC,weighted,8,BA.2,13.6-17.9%,0.156854048
18-Jun-22,VOC,weighted,8,BA.2,8.4-16.1%,0.118483998
25-Jun-22,VOC,weighted,8,BA.2,7.4-12.5%,0.097138718
2-Jul-22,VOC,weighted,8,BA.2,3.6-6.5%,0.049354624
9-Jul-22,VOC,weighted,8,BA.2,1.2-4.4%,0.024055475
16-Jul-22,VOC,weighted,8,BA.2,0.5-4.1%,0.017533267
23-Jul-22,VOC,weighted,8,BA.2,0.3-8.4%,0.023719201
8-May-21,VOC,weighted,8,BA.2.12.1,NA,0
15-May-21,VOC,weighted,8,BA.2.12.1,NA,0
22-May-21,VOC,weighted,8,BA.2.12.1,NA,0
29-May-21,VOC,weighted,8,BA.2.12.1,NA,0
5-Jun-21,VOC,weighted,8,BA.2.12.1,NA,0
12-Jun-21,VOC,weighted,8,BA.2.12.1,NA,0
19-Jun-21,VOC,weighted,8,BA.2.12.1,NA,0
26-Jun-21,VOC,weighted,8,BA.2.12.1,NA,0
3-Jul-21,VOC,weighted,8,BA.2.12.1,NA,0
10-Jul-21,VOC,weighted,8,BA.2.12.1,NA,0
17-Jul-21,VOC,weighted,8,BA.2.12.1,NA,0
24-Jul-21,VOC,weighted,8,BA.2.12.1,NA,0
31-Jul-21,VOC,weighted,8,BA.2.12.1,NA,0
7-Aug-21,VOC,weighted,8,BA.2.12.1,NA,0
14-Aug-21,VOC,weighted,8,BA.2.12.1,NA,0
21-Aug-21,VOC,weighted,8,BA.2.12.1,NA,0
28-Aug-21,VOC,weighted,8,BA.2.12.1,NA,0
4-Sep-21,VOC,weighted,8,BA.2.12.1,NA,0
11-Sep-21,VOC,weighted,8,BA.2.12.1,NA,0
18-Sep-21,VOC,weighted,8,BA.2.12.1,NA,0
25-Sep-21,VOC,weighted,8,BA.2.12.1,NA,0
2-Oct-21,VOC,weighted,8,BA.2.12.1,0.0-0.9%,0.001558667
9-Oct-21,VOC,weighted,8,BA.2.12.1,NA,0
16-Oct-21,VOC,weighted,8,BA.2.12.1,NA,0
23-Oct-21,VOC,weighted,8,BA.2.12.1,NA,0
30-Oct-21,VOC,weighted,8,BA.2.12.1,NA,0
6-Nov-21,VOC,weighted,8,BA.2.12.1,NA,0
13-Nov-21,VOC,weighted,8,BA.2.12.1,NA,0
20-Nov-21,VOC,weighted,8,BA.2.12.1,NA,0
27-Nov-21,VOC,weighted,8,BA.2.12.1,NA,0
4-Dec-21,VOC,weighted,8,BA.2.12.1,NA,0
11-Dec-21,VOC,weighted,8,BA.2.12.1,NA,0
18-Dec-21,VOC,weighted,8,BA.2.12.1,0.0-0.5%,0.000695406
25-Dec-21,VOC,weighted,8,BA.2.12.1,0.0-0.1%,0.000123861
1-Jan-22,VOC,weighted,8,BA.2.12.1,NA,0
8-Jan-22,VOC,weighted,8,BA.2.12.1,NA,0
15-Jan-22,VOC,weighted,8,BA.2.12.1,NA,0
22-Jan-22,VOC,weighted,8,BA.2.12.1,NA,0
29-Jan-22,VOC,weighted,8,BA.2.12.1,NA,0
5-Feb-22,VOC,weighted,8,BA.2.12.1,NA,0
12-Feb-22,VOC,weighted,8,BA.2.12.1,0.0-0.1%,0.000321459
19-Feb-22,VOC,weighted,8,BA.2.12.1,NA,0
26-Feb-22,VOC,weighted,8,BA.2.12.1,NA,0
5-Mar-22,VOC,weighted,8,BA.2.12.1,NA,0
12-Mar-22,VOC,weighted,8,BA.2.12.1,NA,0
19-Mar-22,VOC,weighted,8,BA.2.12.1,0.4-1.8%,0.009544557
26-Mar-22,VOC,weighted,8,BA.2.12.1,1.3-4.1%,0.024752822
2-Apr-22,VOC,weighted,8,BA.2.12.1,3.9-7.5%,0.054767925
9-Apr-22,VOC,weighted,8,BA.2.12.1,4.0-22.1%,0.107880987
16-Apr-22,VOC,weighted,8,BA.2.12.1,9.6-21.6%,0.148838148
23-Apr-22,VOC,weighted,8,BA.2.12.1,21.2-29.8%,0.253376484
30-Apr-22,VOC,weighted,8,BA.2.12.1,25.5-39.8%,0.323454261
7-May-22,VOC,weighted,8,BA.2.12.1,38.2-53.4%,0.456962883
14-May-22,VOC,weighted,8,BA.2.12.1,44.5-59.9%,0.522565305
21-May-22,VOC,weighted,8,BA.2.12.1,51.7-63.7%,0.57791853
28-May-22,VOC,weighted,8,BA.2.12.1,56.3-65.8%,0.61086452
4-Jun-22,VOC,weighted,8,BA.2.12.1,56.2-66.2%,0.613082349
11-Jun-22,VOC,weighted,8,BA.2.12.1,54.7-61.6%,0.581783295
18-Jun-22,VOC,weighted,8,BA.2.12.1,42.2-50.7%,0.464385659
25-Jun-22,VOC,weighted,8,BA.2.12.1,30.8-38.0%,0.342893004
2-Jul-22,VOC,weighted,8,BA.2.12.1,17.1-26.1%,0.213273749
9-Jul-22,VOC,weighted,8,BA.2.12.1,9.6-19.8%,0.141579762
16-Jul-22,VOC,weighted,8,BA.2.12.1,8.3-11.5%,0.098227091
23-Jul-22,VOC,weighted,8,BA.2.12.1,0.8-9.3%,0.034802373
8-May-21,VOC,weighted,8,BA.4,NA,0
15-May-21,VOC,weighted,8,BA.4,NA,0
22-May-21,VOC,weighted,8,BA.4,NA,0
29-May-21,VOC,weighted,8,BA.4,NA,0
5-Jun-21,VOC,weighted,8,BA.4,NA,0
12-Jun-21,VOC,weighted,8,BA.4,NA,0
19-Jun-21,VOC,weighted,8,BA.4,NA,0
26-Jun-21,VOC,weighted,8,BA.4,NA,0
3-Jul-21,VOC,weighted,8,BA.4,NA,0
10-Jul-21,VOC,weighted,8,BA.4,NA,0
17-Jul-21,VOC,weighted,8,BA.4,NA,0
24-Jul-21,VOC,weighted,8,BA.4,NA,0
31-Jul-21,VOC,weighted,8,BA.4,NA,0
7-Aug-21,VOC,weighted,8,BA.4,NA,0
14-Aug-21,VOC,weighted,8,BA.4,NA,0
21-Aug-21,VOC,weighted,8,BA.4,NA,0
28-Aug-21,VOC,weighted,8,BA.4,NA,0
4-Sep-21,VOC,weighted,8,BA.4,NA,0
11-Sep-21,VOC,weighted,8,BA.4,NA,0
18-Sep-21,VOC,weighted,8,BA.4,NA,0
25-Sep-21,VOC,weighted,8,BA.4,NA,0
2-Oct-21,VOC,weighted,8,BA.4,NA,0
9-Oct-21,VOC,weighted,8,BA.4,NA,0
16-Oct-21,VOC,weighted,8,BA.4,NA,0
23-Oct-21,VOC,weighted,8,BA.4,NA,0
30-Oct-21,VOC,weighted,8,BA.4,NA,0
6-Nov-21,VOC,weighted,8,BA.4,NA,0
13-Nov-21,VOC,weighted,8,BA.4,NA,0
20-Nov-21,VOC,weighted,8,BA.4,NA,0
27-Nov-21,VOC,weighted,8,BA.4,NA,0
4-Dec-21,VOC,weighted,8,BA.4,NA,0
11-Dec-21,VOC,weighted,8,BA.4,NA,0
18-Dec-21,VOC,weighted,8,BA.4,0.0-0.3%,0.000463604
25-Dec-21,VOC,weighted,8,BA.4,NA,0
1-Jan-22,VOC,weighted,8,BA.4,NA,0
8-Jan-22,VOC,weighted,8,BA.4,NA,0
